ID,LOTE,constr.,bathroom,estac.,rec.,antiguedad,medio bathroom,ZONA,CIUDAD,PROVINCIA,PAIS,tipo_operacion,tipo_inmueble,precio_venta,precio_alquiler
2TL1IR,0,80,0,280,2,6,0,Fraccionamiento Los Olivos de Tlaquepaque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,13000
62MP9F,95,95,0,2,4,10,1,Residencial Parques Del Bosque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,14000
5PA5PO,75,90,0,2,2,4,1,Fraccionamiento Parques del Bosque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,12000
EB-TS8092,80,82,0,2,2,A estrenar,0,Parques de Santa Cruz Del Valle,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9900
595008--156,134,176,0,2,3,1,1,Pueblo Santa Anita,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,15000
63057D,75,120,1,1,2,10,1,Tlaquepaque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,10500
61FCAQ,80,101,0,2,3,15,0,Fraccionamiento Paseos Del Prado,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,12000
61SLTB,80,60,1,1,2,15,0,Parques de Santa Maria,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9500
62I21C,185,185,1,2,1,1,1,Fraccionamiento Villa Fontana,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,32000
62PPI8,100,100,1,0,2,10,1,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,8990
TLQ060C,70,60,1,2,3,10,1,Fraccionamiento Los Portales,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,11000
62TQF2,85,91,0,2,4,10,1,Fraccionamiento Terralta,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,13000
NX-261015,67,67,1,1,2,22,1,Haciendas de San Jose,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9500
62TQGC,80,180,0,1,5,13,1,Parques de Santa Maria,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,12000
PHO7394039,69,69,1,2,2,1,1,Fraccionamiento Parques Santa Cruz Del Valle,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9150
159281R,115,115,1,1,2,25,1,Haciendas de San Jose,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9000
145038R,90,90,0,1,2,16,0,San Pedro Tlaquepaque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,7000
62MQ10,96,150,0,0,4,20,0,Fraccionamiento Villa Fontana,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9000
61P199,99,122,0,2,3,15,1,Fraccionamiento Las Terrazas Residencial,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,11450
62I21C,185,185,1,2,1,1,1,Fraccionamiento Villa Fontana,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,32000
63057D,75,120,1,1,2,10,1,Tlaquepaque,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,10500
60PTIP,119,162,0,2,0,5,1,Camino Real A Santa Anita,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,18000
61SLTB,80,60,1,1,2,15,0,Parques de Santa Maria,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,9500
62IFGF,300,215,0,3,4,10,1,Cerro Del Tesoro,San Pedro Tlaquepaque,Jalisco,Mexico,renta,Casa,0,25000
